counted_store_no,stock_cnt_ref_2,item_code,bin_no,quantity,res_qty,counted_undamaged,counted_damaged,sht_qty,sht_val,surp_qty,surp_val,description,undam_val,dam_val,sheet_name,source_file,document_type
MAIN STORE,NTMS23,212741,NONE,2.0,0,2.0,0,0,0.0,0,0.0,TRANSFORMER 50 KVA,92400.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,212742,NONE,18.0,0,18.0,0,0,0.0,0,0.0,"TRANSFORMER 50 KVA /6,6KVA",650817.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,212768,NONE,0.0,0,0.0,0,0,0.0,0,0.0,TRANSFORMER 400 KVA,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,212769,NONE,1.0,0,1.0,0,0,0.0,0,0.0,"TRANSFORMER 500KVA/6,6KVA",109765.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,212776,NONE,0.0,0,0.0,0,0,0.0,0,0.0,TRANSFORMER CURRENT 100/5 150/5_200/5,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,212784,NONE,3.0,0,3.0,0,0,0.0,0,0.0,TRANSFORMERS 630 KVA,252691.5,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,212785,NONE,2.0,0,2.0,0,0,0.0,0,0.0,"TRANSFORMER 630KVA/6,6KVA",285744.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,212792,NONE,1.0,0,1.0,0,0,0.0,0,0.0,TRANSFORMERS 100 KVA,95000.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,212793,NONE,5.0,0,5.0,0,0,0.0,0,0.0,"TRANSFORMER 100 KVA 6,6KVA",193975.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,212806,NONE,0.0,0,0.0,0,0,0.0,0,0.0,TRANSFORMERS 800 KVA,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,212814,NONE,0.0,0,0.0,0,0,0.0,0,0.0,TRANSFORMERS CURRENT 250/5,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,212822,NONE,0.0,0,0.0,0,0,0.0,0,0.0,TRANSFORMERS 315 KVA,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,212823,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"TRANSFORMER 315KVA/6,6KVA",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,212849,NONE,0.0,0,0.0,0,0,0.0,0,0.0,TRANSFORMERS 300 KVA,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,212857,NONE,0.0,0,0.0,0,0,0.0,0,0.0,TRANSFORMER 200 KVA,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,212858,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"TRANSFORMER 200KVA /6,6KVA",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,212865,NONE,0.0,0,0.0,0,0,0.0,0,0.0,TRANSFORMERS CURRENT 300/5,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,212873,NONE,0.0,0,0.0,0,0,0.0,0,0.0,TRANSFORMER 25KVA,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,212903,NONE,3.0,0,3.0,0,0,0.0,0,0.0,TRANSFORMER 1200KVA,296373.36,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,212904,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"TRANSFORMER 1200 KVA/6,6",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,212962,NONE,0.0,0,0.0,0,0,0.0,0,0.0,TRANSFORMER CURRENT 600/5,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,213012,NONE,0.0,0,0.0,0,0,0.0,0,0.0,TRANSFORMER CURRENT 750/5 + 800/5,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,213128,NONE,0.0,0,0.0,0,0,0.0,0,0.0,TRANSFORMER CURRENT 500/5,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,213217,NONE,0.0,0,0.0,0,0,0.0,0,0.0,TRANSFORMERS CURRENT 1000/5/5CM,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,213241,NONE,0.0,0,0.0,0,0,0.0,0,0.0,WASHERS CURVED,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,213268,NONE,0.0,0,0.0,0,0,0.0,0,0.0,WIRE BINDING 16 AND 18 GAUGE,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,213276,NONE,0.0,0,0.0,0,0,0.0,0,0.0,WRAPLOCK TIES,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,213306,NONE,0.0,0,0.0,0,0,0.0,0,0.0,WIRE BINDING 18 GAUGE,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,213609,NONE,0.0,0,0.0,0,0,0.0,0,0.0,WIRE COPPER BARE 70MM,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,213610,NONE,0.0,0,0.0,0,0,0.0,0,0.0,COPPER BARE HARD DRAWN 70MM,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,213616,NONE,0.0,0,0.0,0,0,0.0,0,0.0,WIRE EARTH PVC 35 MM GREEN/YELLOW,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,213624,NONE,0.0,0,0.0,0,0,0.0,0,0.0,WIRE COPPER BARE 25 MM,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,213632,NONE,0.0,0,0.0,0,0,0.0,0,0.0,WIRE COPPER BARE 35 MM,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,213633,NONE,0.0,0,0.0,0,0,0.0,0,0.0,COPPER BARE HARD DRAWN 35MM,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,213691,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"WIRE PVC 1,5 MM",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,213747,NONE,0.0,0,0.0,0,0,0.0,0,0.0,WIRE PVC 10 MM_RED& BLACK,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,213748,NONE,27.0,0,27.0,0,0,0.0,0,0.0,WIRE PVC 4 MM,36771.84,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,213845,NONE,0.0,0,0.0,0,0,0.0,0,0.0,WIRE PVC 10 MM,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,213853,NONE,0.0,0,0.0,0,0,0.0,0,0.0,WIRE COPPER BARE 16MM,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,213854,NONE,0.0,0,0.0,0,0,0.0,0,0.0,WIRE COPPER BARE 16MM,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,213888,NONE,0.0,0,0.0,0,0,0.0,0,0.0,WIRE ALM BUNDLED CONDUCTORS 3X120X70X25,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,213977,00NONE,24000.0,0,24000.0,0,0,0.0,0,0.0,WIRE ALUMINIUM CONDUCTOR MINK,385440.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,213993,NONE,0.0,0,0.0,0,0,0.0,0,0.0,WIRE STEEL STAY 7/16,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214043,NONE,80.0,0,80.0,0,0,0.0,0,0.0,WIPING METAL,198.2,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214108,NONE,0.0,0,0.0,0,0,0.0,0,0.0,SWITCHGEAR SECOND HAND,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214116,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"CABLE 1,5 X 2 CORE",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214117,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"CABLE 1,5X12 CORE PVC-SWA600/",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214124,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"CABLE 3 X 16 COPPER PILC H,T,",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214132,NONE,217.0,0,217.0,0,0,0.0,0,0.0,"CABLE 3 X 35 COPPERPILC H,T,",115010.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214133,NONE,332.0,0,332.0,0,0,0.0,0,0.0,"CABLE 3X35 COPPER SWA 6,6KVPVC",175960.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214134,NONE,350.0,0,350.0,0,0,0.0,0,0.0,CABLE 3X25MM COPPER PILC 11KV,24891.44,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214159,NONE,891.0,0,891.0,0,0,0.0,0,0.0,"CABLE 3 X 50 COPPER PILC H,T,",583159.5,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214167,NONE,798.0,0,798.0,0,0,0.0,0,0.0,"CABLE 3 X 70 COPPER PILC H,t,",688275.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214175,NONE,0.0,0,0.0,0,0,0.0,0,0.0,CABLE 3 X 120 COPPER XPLE,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214191,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"CABLE 1,5MM X 7 CORE PVC",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214204,NONE,550.0,0,550.0,0,0,0.0,0,0.0,CABLE 3X95 PILC HT COPPER,555005.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214205,00NONE,0.0,0,0.0,0,0,0.0,0,0.0,CABLE 3X95 XLPE 11KV,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214221,NONE,71.0,0,71.0,0,0,0.0,0,0.0,"CABLE 3 X 50 COPPER XLPE H,T,",9264.79,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214248,NONE,0.0,0,0.0,0,0,0.0,0,0.0,CABLE STREETLIGHT XLPE 2 CORE,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214256,NONE,530.0,0,530.0,0,0,0.0,0,0.0,CABLE 3X300MM PILC,1133235.4,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214258,NONE,0.0,0,0.0,0,0,0.0,0,0.0,CABLE 3X300MM ALUMINIUM,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214264,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"CABLE 3 X 120 COPPER PILC H,T,",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214272,NONE,32.0,0,32.0,0,0,0.0,0,0.0,"CABLE 3 X 150 COPPER XLPE H,T,",2384.74,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214299,NONE,203.0,0,203.0,0,0,0.0,0,0.0,"CABLE 4 X 95 COPPER PVC L,T,",182903.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214302,00NONE,1226.0,0,1226.0,0,0,0.0,0,0.0,CABLE 240X3 CORE,1164700.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214329,NONE,800.0,0,844.0,0,0,0.0,44,44006.23,CABLE 3X240 COPPER PILC,800113.34,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214337,NONE,1774.0,0,1774.0,0,0,0.0,0,0.0,"CABLE 2 X 4 COPPER L,T,",89249.94,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214345,NONE,2474.0,0,2474.0,0,0,0.0,0,0.0,"CABLE 3 X 4 COPPER L,T,",151161.4,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214353,NONE,1467.0,0,1467.0,0,0,0.0,0,0.0,"CABLE 4 X 4 COPPER PVC L,T,",96381.9,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214361,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"CABLE 2 X 10 COPPER PVC L,T,",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214388,NONE,3108.0,0,3108.0,0,0,0.0,0,0.0,"CABLE 2 X 16 COPPER PVC L,T,",330225.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214396,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"CABLE 3 X 16 COPPER PVC L,T,",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214418,NONE,275.0,0,275.0,0,0,0.0,0,0.0,"CABLE 4 X 16 COPPER PVC L,T,",48009.5,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214426,NONE,1464.0,0,1464.0,0,0,0.0,0,0.0,"CABLE 4 X 25 COPPER PVC L,T,",424560.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214434,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"CABLE 4 X 35 COPPER PVC L,T,",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214442,NONE,124.0,0,124.0,0,0,0.0,0,0.0,"CABLE 4 X 70 COPPER PVC L,T,",67789.56,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214469,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"CABLE 4 X 240 COPPER PVC L,T,",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214477,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"CABLE 4 X 35 ALUM, PVC,",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214485,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"CABLE 4 X 120 ALUM, PVC",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214493,NONE,107.0,0,107.0,0,0,0.0,0,0.0,"CABLE 4 X 150 ALUM, PVC",166813.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214507,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"CABLE 4 X 70 ALUM, L,T,",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214515,NONE,0.0,0,0.0,0,0,0.0,0,0.0,CABLE 4X185 COPPER PVC LT,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214523,NONE,0.0,0,0.0,0,0,0.0,0,0.0,CABLE 4 X 70 QV DRIPLEX,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214531,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"CABLE 1 X 16 PVC ALUM,",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214566,NONE,0.0,0,0.0,0,0,0.0,0,0.0,CABLE ALUMIN CONDUCTOR 4COREX 240MM 660V,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214574,NONE,600.0,0,600.0,0,0,0.0,0,0.0,CABLE 4 X150 - 660V PVC,935400.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214582,NONE,447.0,0,447.0,0,0,0.0,0,0.0,CABLE 4 X 120 - 660V PVC,562960.74,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214604,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"CABLE P,V,C, 4 CORE X 50 MM",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214612,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"CABLE PVC 12X1,5 MM",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214639,NONE,20892.0,0,20892.0,0,0,0.0,0,0.0,CABLE CONSENTRIC 10MM,1253520.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214647,NONE,47.0,0,47.0,0,0,0.0,0,0.0,CABLE PILC 3X95MM,42065.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214663,NONE,0.0,0,0.0,0,0,0.0,0,0.0,CABLE ALL CONDUCTOR 120X3+1X70+1X25 XLPE,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214671,NONE,19.0,0,19.0,0,0,0.0,0,0.0,CABLE COPPER PVC_10X4,974.84,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214698,NONE,0.0,0,0.0,0,0,0.0,0,0.0,CABLE COPPER PVC_3X6,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214701,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"CABLE COPPER PVC 3X2,5",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214795,NONE,211.0,0,211.0,0,0,0.0,0,0.0,"CABLE ABC 600/1000V_3X95MM 54,6",27281.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214809,NONE,170.0,0,170.0,0,0,0.0,0,0.0,CABLE ABC 3X70 1X25 CONDUC,11900.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214817,NONE,0.0,0,0.0,0,0,0.0,0,0.0,CABLE ABC 3X35 1X25 CONDUCT,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214825,NONE,425.0,0,425.0,0,0,0.0,0,0.0,CABLE ABC 3X35 CONDUCT,9775.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214833,00NONE,0.0,0,0.0,0,0,0.0,0,0.0,CABLE ABC CONDUCTER,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214841,00NONE,0.0,0,0.0,0,0,0.0,0,0.0,CABLE ABC_3X120 CONDUCTER,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214842,00NONE,997.0,0,997.0,0,0,0.0,0,0.0,ABC 1X25+INSULATED NEUTRAL,19381.68,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214980,NONE,0.0,0,0.0,0,0,0.0,0,0.0,insulation piercing connectors,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214981,00NONE,1690.0,0,1690.0,0,0,0.0,0,0.0,INSULATION PIERCING CONNECTORS TYPE PC3WP2F,151593.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,214982,NONE,0.0,0,0.0,0,0,0.0,0,0.0,insulated conductors,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,215007,NONE,0.0,0,0.0,0,0,0.0,0,0.0,CONNECTORS P231F BARE NEOTRAL 25X95MM,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,215015,00NONE,2210.0,0,2210.0,0,0,0.0,0,0.0,CONNECTORS PC2-1,56799.78,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,215022,NONE,0.0,0,0.0,0,0,0.0,0,0.0,PIERCING CONNECTOR PC2WP1F,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,215023,00NONE,2035.0,0,2025.0,0,10,197.0,0,0.0,CONNECTORS PCIWPIF INSULATION PIERCING CONNECTORS,47602.5,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,215031,NONE,0.0,0,0.0,0,0,0.0,0,0.0,DEAD END ASS EAS 54-10E,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,215058,NONE,0.0,0,0.0,0,0,0.0,0,0.0,SUSPENSION ASS ES54-14 HANGER,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,215066,NONE,0.0,0,0.0,0,0,0.0,0,0.0,JOINT KIT 3X120X70X25 MJPT,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,215074,NONE,0.0,0,0.0,0,0,0.0,0,0.0,CONNECTORS HELLSTEIN 150 F1X5003,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,215082,NONE,107.0,0,107.0,0,0,0.0,0,0.0,"STRAIN ASSEMBLY EAS 54-10 L,V,",9154.92,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,215103,NONE,0.0,0,0.0,0,0,0.0,0,0.0,piercing conductor pc4wp1f,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,215104,00NONE,1798.0,0,1798.0,0,0,0.0,0,0.0,INSULATION PIERCING CONNECTORS PCZWP1F,183396.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,215108,NONE,4.0,0,4.0,0,0,0.0,0,0.0,cab 100,300.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,215109,NONE,20.0,0,20.0,0,0,0.0,0,0.0,"STEEL WIRE 3,35",60000.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,215110,NONE,0.0,0,0.0,0,0,0.0,0,0.0,PG CLAMP 4-12MM 1 BOLT,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,215111,NONE,110.0,0,110.0,0,0,0.0,0,0.0,FOX DEAD END,8250.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,215112,00NONE,1880.0,0,1880.0,0,0,0.0,0,0.0,DEAD ENDS FOR ROUND CABLE,38101.6,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,215113,NONE,0.0,0,0.0,0,0,0.0,0,0.0,hv stay m20x2m,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,215114,00NONE,478.0,0,478.0,0,0,0.0,0,0.0,"lv stay m12x1,5m",171506.4,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,215139,NONE,0.0,0,0.0,0,0,0.0,0,0.0,BRACKETS WALL TYPE,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,230553,NONE,400.0,0,400.0,0,0,0.0,0,0.0,"ELECTRODES 2,5 MM VITAMAX",35400.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,230561,NONE,325.0,0,340.0,0,0,0.0,15,1238.14,"ELECTRODES 3,15 MM VITAMAX",26826.43,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,230588,NONE,0.0,0,0.0,0,0,0.0,0,0.0,ELECTRODES 4MM VITAMAX,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,230634,NONE,0.0,0,0.0,0,0,0.0,0,0.0,CAST IRON RODS 4MM,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,235939,NONE,50.0,0,50.0,0,0,0.0,0,0.0,cast iron flange adaptor,26086.96,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,236039,NONE,13.0,0,13.0,0,0,0.0,0,0.0,AANSLUITERS 150X100,362.19,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,236101,NONE,29.0,0,29.0,0,0,0.0,0,0.0,MANGATSEKSIES 500 X 1000 MM,10263.97,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,236128,NONE,0.0,0,0.0,0,0,0.0,0,0.0,MANGATSEKSIES125X1000/250X1000/1000X1000,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,236136,NONE,0.0,0,0.0,0,0,0.0,0,0.0,MANGATSEKSIES 500 X 750 MM,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,236144,NONE,0.0,0,0.0,0,0,0.0,0,0.0,MANGATSEKSIES 250 X 750 MM,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,236187,NONE,0.0,0,0.0,0,0,0.0,0,0.0,"BETON DEKBLAAIE 1,05X0,056",0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,236195,NONE,0.0,0,0.0,0,0,0.0,0,0.0,BETON SPASIEERDERS 75MM,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,236349,NONE,124.0,0,124.0,0,0,0.0,0,0.0,ADAPTORS 90MM PVC/VV5 PYPE,14136.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,236357,NONE,340.0,0,340.0,0,0,0.0,0,0.0,ADAPTORS 110MM UPVC /PVC -AC,169326.8,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,236365,NONE,506.0,0,506.0,0,0,0.0,0,0.0,ADAPTORS 160MM UPVC/PVC -AC,454635.94,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,236370,NONE,3.0,0,3.0,0,0,0.0,0,0.0,315mm pvc-ac adaptors,5541.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,236381,NONE,0.0,0,0.0,0,0,0.0,0,0.0,ADAPTORS 90MM OPVC PIPE,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,236382,NONE,0.0,0,0.0,0,0,0.0,0,0.0,90MM UPVC INTERGRAL SOCKET,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,236402,NONE,1360.0,0,1360.0,0,0,0.0,0,0.0,50MM uPVC TO AC ADAPTORS,123760.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,236403,NONE,643.0,0,643.0,0,0,0.0,0,0.0,ADAPTORS 75MMM UPVC PVC-AC,151665.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,236438,NONE,69.0,0,69.0,0,0,0.0,0,0.0,ADAPTORS FLANGED 100 MM,48000.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,236489,NONE,0.0,0,0.0,0,0,0.0,0,0.0,ADAPTORS FLANGED 225 MM,0.0,0.0,Sheet1,Variance report.xlsx,xlsx
MAIN STORE,NTMS23,236586,NONE,72.0,0,72.0,0,0,0.0,0,0.0,ADAPTORS FLANGED 150 MM,89992.46,0.0,Sheet1,Variance report.xlsx,xlsx
